r,t,e,m,y,AnnualTechnologyEmissionByMode
RE1,PHL_POW_PP_COAL,PM2_5,1,2041,0.0032
RE1,PHL_POW_PP_COAL,PM2_5,1,2042,0.0034
RE1,PHL_POW_PP_COAL,PM2_5,1,2043,0.0037
RE1,PHL_POW_PP_COAL,PM2_5,1,2044,0.0039
RE1,PHL_POW_PP_COAL,PM2_5,1,2045,0.0041
RE1,PHL_POW_PP_COAL,PM2_5,1,2046,0.0044
RE1,PHL_POW_PP_COAL,PM2_5,1,2047,0.0046
RE1,PHL_POW_PP_COAL,PM2_5,1,2048,0.0047
RE1,PHL_POW_PP_COAL,PM2_5,1,2049,0.0048
RE1,PHL_POW_PP_COAL,PM2_5,1,2050,0.0046
RE1,PHL_POW_PP_COAL,PM2_5,1,2051,0.0048
RE1,PHL_POW_PP_COAL,PM2_5,1,2052,0.005
RE1,PHL_POW_PP_COAL,PM2_5,1,2053,0.0053
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2020,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2021,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2022,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2023,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2024,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2025,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2026,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2027,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2028,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2029,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2030,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2031,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2032,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2033,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2034,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2035,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2036,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2037,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2038,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2039,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2040,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2041,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2042,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2043,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2044,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2045,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2046,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2047,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2048,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2049,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2050,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2051,-0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2052,0.0
RE1,PHL_HOU_COOK_OIL,PM2_5,1,2053,0.0
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2020,5.773
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2021,6.1101
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2022,6.4472
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2023,6.7844
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2024,7.1215
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2025,7.4586
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2026,7.874
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2027,8.2886
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2028,8.704
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2029,9.1186
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2030,9.5333
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2031,10.0308
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2032,10.5276
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2033,11.0252
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2034,11.5227
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2035,12.0195
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2036,12.6271
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2037,13.2339
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2038,13.8415
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2039,14.4483
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2040,15.0559
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2041,15.7627
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2042,16.4695
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2043,17.1763
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2044,17.8839
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2045,18.5907
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2046,19.3603
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2047,20.1298
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2048,20.9002
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2049,21.6698
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2050,22.4394
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2051,23.2174
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2052,23.9948
RE1,PHL_TRA_VAN_LIQ,PM2_5,1,2053,24.7721
RE1,PHL_POW_PP_NGCC,PM2_5,1,2020,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2021,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2022,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2023,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2024,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2025,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2026,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2027,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2028,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2029,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2030,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2031,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2032,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2033,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2034,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2035,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2036,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2037,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2038,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2039,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2040,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2041,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2042,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2043,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2044,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2045,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2046,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2047,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2048,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2049,0.0
RE1,PHL_POW_PP_NGCC,PM2_5,1,2050,0.0001
RE1,PHL_POW_PP_NGCC,PM2_5,1,2051,0.0001
RE1,PHL_POW_PP_NGCC,PM2_5,1,2052,0.0001
RE1,PHL_POW_PP_NGCC,PM2_5,1,2053,0.0001
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2020,0.0001
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2021,0.0001
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2022,0.0001
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2023,0.0001
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2024,0.0001
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2025,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2026,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2027,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2028,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2029,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2030,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2031,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2032,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2033,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2034,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2035,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2036,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2037,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2038,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2039,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2040,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2041,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2042,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2043,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2044,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2045,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2046,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2047,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2048,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2049,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2050,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2051,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2052,0.0
RE1,PHL_POW_CHP_NG_OLD,PM2_5,1,2053,0.0
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2020,0.0023
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2021,0.0025
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2022,0.0026
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2023,0.0029
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2024,0.0031
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2025,0.0029
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2026,0.0028
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2027,0.0028
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2028,0.0027
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2029,0.0029
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2030,0.0025
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2031,0.0024
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2032,0.002
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2033,0.0019
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2034,0.0018
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2035,0.0017
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2036,0.0015
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2037,0.0014
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2038,0.0012
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2039,0.0009
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2040,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2041,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2042,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2043,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2044,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2045,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2046,0.0009
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2047,0.0009
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2048,0.0009
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2049,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2050,0.0011
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2051,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2052,0.001
RE1,PHL_POW_CHP_COAL_OLD,PM2_5,1,2053,0.0009
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2020,17.3189
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2021,18.3303
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2022,19.3424
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2023,20.3538
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2024,21.3652
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2025,22.3766
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2026,23.6212
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2027,24.8659
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2028,26.1113
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2029,27.356
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2030,28.6006
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2031,30.0917
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2032,31.5836
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2033,33.0754
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2034,34.5673
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2035,36.0584
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2036,37.8805
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2037,39.7017
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2038,41.5237
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2039,43.345
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2040,45.167
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2041,47.2882
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2042,49.4086
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2043,51.5298
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2044,53.6509
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2045,55.7721
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2046,58.0808
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2047,60.3903
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2048,62.6998
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2049,65.0093
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2050,67.318
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2051,69.6516
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2052,71.9843
RE1,PHL_TRA_TRUL_LIQ,PM2_5,1,2053,74.3171
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2020,0.0026
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2021,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2022,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2023,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2024,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2025,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2026,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2027,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2028,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2029,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2030,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2031,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2032,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2033,-0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2034,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2035,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2036,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2037,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2038,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2039,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2040,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2041,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2042,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2043,-0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2044,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2045,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2046,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2047,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2048,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2049,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2050,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2051,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2052,0.0
RE1,PHL_HOU_COOK_BIOM,PM2_5,1,2053,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2020,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2021,-0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2022,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2023,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2024,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2025,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2026,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2027,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2028,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2029,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2030,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2031,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2032,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2033,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2034,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2035,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2036,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2037,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2038,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2039,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2040,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2041,0.0
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2042,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2043,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2044,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2045,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2046,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2047,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2048,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2049,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2050,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2051,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2052,0.0001
RE1,PHL_TRA_RAILF_LIQ,PM2_5,1,2053,0.0001
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2020,0.0005
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2021,0.0003
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2022,0.0005
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2023,0.0002
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2024,0.0003
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2025,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2026,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2027,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2028,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2029,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2030,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2031,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2032,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2033,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2034,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2035,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2036,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2037,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2038,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2039,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2040,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2041,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2042,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2043,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2044,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2045,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2046,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2047,-0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2048,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2049,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2050,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2051,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2052,0.0
RE1,PHL_POW_CHP_OIL_OLD,PM2_5,1,2053,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2020,0.0004
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2021,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2022,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2023,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2024,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2025,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2026,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2027,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2028,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2029,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2030,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2031,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2032,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2033,-0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2034,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2035,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2036,-0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2037,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2038,0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2039,-0.0
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2040,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2041,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2042,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2043,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2044,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2045,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2046,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2047,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2048,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2049,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2050,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2051,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2052,0.0001
RE1,PHL_POW_CHP_BIOM_OLD,PM2_5,1,2053,0.0001
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2020,5.8784
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2021,6.2217
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2022,6.565
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2023,6.9084
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2024,7.2517
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2025,7.595
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2026,8.0182
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2027,8.4405
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2028,8.8629
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2029,9.2853
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2030,9.7076
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2031,10.2145
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2032,10.7206
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2033,11.2266
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2034,11.7327
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2035,12.2396
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2036,12.858
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2037,13.4757
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2038,14.0942
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2039,14.7126
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2040,15.331
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2041,16.051
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2042,16.771
RE1,PHL_TRA_TRUH_LIQ,PM2_5,1,2043,17.491
